Newspapers|LCCN|OCLC|ISSN|State|County|City|Geo Location|Browse Digitized Issues|Number of Issues|First Issue|Last Issue|Essay Available|Languages|Ethnicity
Snips and the St. Johns Herald (St. Johns, Ariz.) 1903-1905|sn95060581|30523691|2326-0777|Arizona|Apache|Saint Johns|34.509436, -109.371261|https://www.loc.gov/item/sn95060581/?st=calendar|76|1903-03-19|1904-12-31|True|English|
The Snowflake Herald (Snowflake, Ariz.) 1913-1969|sn86091255|13362122|2692-8132|Arizona|Navajo|Snowflake|34.5133262, -110.0789668|https://www.loc.gov/item/sn86091255/?st=calendar|524|1913-06-27|1923-06-29|True|English|
The Snyder Signal (Snyder, Tex.) 1887-????|sn86064239|13695147|2331-6152|Texas|Scurry|Snyder|32.716152, -100.91719|https://www.loc.gov/item/sn86064239/?st=calendar|448|1911-02-24|1921-12-30|True|English|
The Socialist and Labor Star (Huntington, W. Va.) 1911-1915|sn85059765|12897672|2640-3803|West Virginia|Cabell|Huntington|38.4191237, -82.4452246|https://www.loc.gov/item/sn85059765/?st=calendar|82|1912-05-31|1915-01-01|True|English|
The Socialist Press (Fairbanks, Alaska) 1914-1916|sn96060035|34787146|2993-8767|Alaska||Fairbanks|64.836661, -147.738891|https://www.loc.gov/item/sn96060035/?st=calendar|38|1914-06-20|1915-09-18|True|English|
The Society News (Wilmington, Del.) 1883-18??|sn88053091|18297882|2639-5185|Delaware|New Castle|Wilmington|39.7444318, -75.5451003|https://www.loc.gov/item/sn88053091/?st=calendar|2|1883-10-13|1883-12-15|True|English|
The Socorro Chieftain (Socorro, N.M.) 1902-1959|sn86090503|14938354|2329-7549|New Mexico|Socorro|Socorro|34.048456, -106.893444|https://www.loc.gov/item/sn86090503/?st=calendar|364|1902-01-04|1908-12-26|True|English, Spanish|
The Socorro Chieftain (Socorro, Socorro County, N.M.) 1884-1890|sn92070455|26156587|2330-3441|New Mexico|Socorro|Socorro|34.048456, -106.893444|https://www.loc.gov/item/sn92070455/?st=calendar|39|1884-05-29|1888-09-11|True|English, Spanish|
Soldier's Letter (Kansas City, Mo.) 1864-1865|sn84030143|11321631|2997-5964|Kansas|Davis, Jackson|Fort Riley, Kansas City|39.099792, -94.578559|https://www.loc.gov/item/sn84030143/?st=calendar|50|1864-08-06|1865-11-28||English|
Soldier's Letter (Kansas City, Mo.) 1864-1865|sn84030143|11321631|2997-5964|Missouri|Davis, Jackson|Fort Riley, Kansas City|39.099792, -94.578559|https://www.loc.gov/item/sn84030143/?st=calendar|50|1864-08-06|1865-11-28||English|
The Soldiers' Journal (Rendezvous of Distribution, Va.) 1864-1865|sn89038091|19450715|2163-727x|Virginia||Alexandria|38.804665, -77.043614|https://www.loc.gov/item/sn89038091/?st=calendar|42|1864-02-17|1865-06-21|True|English|
The Somerset Herald and Farmers' and Mechanics' Register (Somerset, Pa.) 183?-1852|sn83025917|10010193|2327-5022|Pennsylvania|Somerset|Somerset|40.008431, -79.078605|https://www.loc.gov/item/sn83025917/?st=calendar|101|1845-12-02|1847-11-16|True|English|
The Somerset Herald (Somerset, Pa.) 1870-1936|sn84026409|10475092|2327-6568|Pennsylvania|Somerset|Somerset|40.008431, -79.078605|https://www.loc.gov/item/sn84026409/?st=calendar|1463|1872-06-05|1900-06-13|True|English|
Somerset Herald (Somerset, Pa.) 18??-????|sn86082043|14879366|2327-6797|Pennsylvania|Somerset|Somerset|40.008431, -79.078605|https://www.loc.gov/item/sn86082043/?st=calendar|10|1889-05-30|1889-06-09|True|English|
The Somerset Press (Somerset, Ohio) 1873-1977|sn85038088|11701574|2379-3112|Ohio|Perry|Somerset|39.805346, -82.301597|https://www.loc.gov/item/sn85038088/?st=calendar|413|1873-10-10|1882-06-22|True|English|
The Somerset Reporter (Skowhegan, Me.) 1868-1909|sn84022565|10477127|2770-5080|Maine|Somerset|Skowhegan|44.767028, -69.720277|https://www.loc.gov/item/sn84022565/?st=calendar|1302|1885-01-07|1909-09-02|True|English|
South Bend News-Times (South Bend, Ind.) 1913-1938|sn87055779|15568606|2377-7095|Indiana|Saint Joseph|South Bend|41.675032, -86.251962|https://www.loc.gov/item/sn87055779/?st=calendar|6447|1913-07-01|1931-10-15|True|English|
South Branch Intelligencer (Romney, Va. [W. Va.]) 1830-1896|sn84026826|10691979|2640-382x|West Virginia|Hampshire|Romney|39.34198, -78.7564896|https://www.loc.gov/item/sn84026826/?st=calendar|1596|1834-06-28|1896-12-24|True|English|
South Carolina Leader (Charleston, S.C.) 1865-18??|sn83025783|9798897|2166-1693|South Carolina|Charleston|Charleston|32.77647, -79.931027|https://www.loc.gov/item/sn83025783/?st=calendar|27|1865-10-07|1867-03-23|True|English|African American
South Carolina Temperance Advocate (Charleston, S.C.) 1852-1854|2013228785|741340302||South Carolina|Kershaw|Charleston, Camden|34.251612, -80.607592|https://www.loc.gov/item/2013228785/?st=calendar|71|1853-01-06|1854-05-11|True|English|
South Carolina Temperance Advocate and Register of Agriculture and General Literature (Columbia, S.C.) 1841-1851|sn95079550|32404210||South Carolina|Richland|Columbia|34.009286, -81.037094|https://www.loc.gov/item/sn95079550/?st=calendar|165|1841-07-15|1844-12-26|True|English|
The South Kentuckian (Hopkinsville, Ky.) 1879-1883|sn86069392|14115156|2332-5178|Kentucky|Christian|Hopkinsville|36.865586, -87.488906|https://www.loc.gov/item/sn86069392/?st=calendar|255|1879-02-18|1883-10-30|True|English|
South Omaha Stockman (South Omaha, Neb.) 1886-1886|2024271441|1476162101||Nebraska|Douglas|South Omaha|41.21055, -95.96251|https://www.loc.gov/item/2024271441/?st=calendar|128|1886-06-12|1886-11-10||English|
The South Pass News (South Pass City, Wyo.) 1869-1871|sn86091412|14116206|2998-3258|Wyoming|Fremont|South Pass City|42.46875, -108.802752|https://www.loc.gov/item/sn86091412/?st=calendar|21|1869-10-27|1871-09-07|True|English|
The South Western News (Dawson, Ga.) 188?-1889|sn89053284|19888823|2996-0487|Georgia|Terrell|Dawson|31.773647, -84.446723|https://www.loc.gov/item/sn89053284/?st=calendar|95|1887-05-04|1889-03-06|True|English|
South-Carolina Temperance Advocate (Columbia, S.C.) 1839-1841|sn93067937|11051376||South Carolina|Richland|Columbia|34.009286, -81.037094|https://www.loc.gov/item/sn93067937/?st=calendar|92|1839-07-18|1841-07-08|True|English|
South-Eastern Independent (McConnelsville, Ohio) 1871-1871|sn87075000|16637802|2166-7861|Ohio|Morgan|McConnelsville|39.648796, -81.853248|https://www.loc.gov/item/sn87075000/?st=calendar|33|1871-04-07|1871-11-24|True|English|
The South-Western (Shreveport, La.) 1852-1870|sn83016483|9864985|2334-5993|Louisiana|Caddo|Shreveport|32.51425, -93.7477715|https://www.loc.gov/item/sn83016483/?st=calendar|550|1854-08-23|1870-11-30|True|English|
Southeast Arkansas Farmer (McGehee, Arkansas) 1941-????|sn89051393|20501638||Arkansas|Desha|McGehee|33.629069, -91.399863|https://www.loc.gov/item/sn89051393/?st=calendar|36|1941-07-01|1942-12-15||English|
The Southern Advocate (Mound Bayou, Miss.) 1933-19??|sn87082832|15738677|2766-080x|Mississippi|Bolivar|Mound Bayou|33.8784413, -90.7275769|https://www.loc.gov/item/sn87082832/?st=calendar|56|1940-04-27|1941-09-13|True|English|African American
The Southern Aegis, and Harford County Intelligencer (Bel Air, Md.) 1862-1864|sn88065733|18832454|2475-0727|Maryland|Harford|Bel Air|39.535671, -76.34847|https://www.loc.gov/item/sn88065733/?st=calendar|102|1862-03-22|1864-03-11|True|English|
The Southern Aegis (Bel Air, Md.) 1857-1862|sn83016108|9406104|2475-0743|Maryland|Harford|Bel Air|39.535671, -76.34847|https://www.loc.gov/item/sn83016108/?st=calendar|14|1861-01-19|1862-02-01|True|English|
The Southern Argus (Baxter Springs, Cherokee County, Kan.) 1891-1???|sn84029136|10502949|2994-8940|Kansas|Bourbon, Cherokee|Fort Scott, Baxter Springs|37.023659, -94.735388|https://www.loc.gov/item/sn84029136/?st=calendar|33|1891-06-18|1892-02-04|True|English|African American
Southern Argus (Columbus, Miss.) 1834-1842|sn83016884|10199371|2378-3222|Mississippi|Lowndes|Columbus|33.495562, -88.424393|https://www.loc.gov/item/sn83016884/?st=calendar|231|1836-12-17|1842-09-06|True|English|
Southern Banner (Holly Springs, Miss.) 1841-1841|sn87065204|15278199|2470-0312|Mississippi|Marshall|Holly Springs|34.767501, -89.444805|https://www.loc.gov/item/sn87065204/?st=calendar|18|1841-06-25|1841-11-12|True|English|
The Southern Banner (Holly Springs, Miss.) 1839-1839|sn83016789|10112301|2470-0371|Mississippi|Marshall|Holly Springs|34.767501, -89.444805|https://www.loc.gov/item/sn83016789/?st=calendar|15|1839-01-18|1839-05-25|True|English|
Southern Christian Advocate (Charleston, S.C.) 1837-1948|sn87065702|16752598|2997-5670|Georgia|Richmond, Bibb, Anderson, Charleston, Greenville, Orangeburg, Richland, Spartanburg|Augusta, Macon, Anderson, Charleston, Greenville, Orangeburg, Columbia, Spartanburg|34.947914, -81.934664|https://www.loc.gov/item/sn87065702/?st=calendar|4304|1837-06-24|1927-12-22|True|English|
Southern Christian Advocate (Charleston, S.C.) 1837-1948|sn87065702|16752598|2997-5670|South Carolina|Richmond, Bibb, Anderson, Charleston, Greenville, Orangeburg, Richland, Spartanburg|Augusta, Macon, Anderson, Charleston, Greenville, Orangeburg, Columbia, Spartanburg|34.947914, -81.934664|https://www.loc.gov/item/sn87065702/?st=calendar|4304|1837-06-24|1927-12-22|True|English|
The Southern Eagle (Water Valley, Miss.) 18??-18??|sn87065500|16530584|2766-0842|Mississippi|Yalobusha|Water Valley|34.150463, -89.632217|https://www.loc.gov/item/sn87065500/?st=calendar|1|1869-07-10|1869-07-10|True|English|
The Southern Economist (Searcy, Ark.) 189?-1???|sn91050160|24496783||Arkansas|White|Searcy|35.250783, -91.736336|https://www.loc.gov/item/sn91050160/?st=calendar|2|1895-05-23|1896-05-28||English|
The Southern Enterprise (Greenville, S.C.) 1854-1870|sn85027003|12864652|2472-9183|South Carolina|Greenville|Greenville|34.850746, -82.398964|https://www.loc.gov/item/sn85027003/?st=calendar|476|1854-05-19|1870-02-02|True|English|
The Southern Farm Gazette (Starkville, Miss.) 1895-1909|sn87065613|16396609|2644-2116|Mississippi|Oktibbeha|Starkville|33.465865, -88.8102656|https://www.loc.gov/item/sn87065613/?st=calendar|228|1895-10-18|1909-12-25|True|English|
The Southern Herald (Liberty, Miss.) 1866-Current|sn87007277|15500745|0893-3790|Mississippi|Amite|Liberty|31.159762, -90.799432|https://www.loc.gov/item/sn87007277/?st=calendar|1714|1866-06-16|1922-12-29|True|English|
The Southern Indicator (Columbia, S.C.) 1903-1925|sn83025803|9810255|2166-1758|South Carolina|Richland|Columbia|34.009286, -81.037094|https://www.loc.gov/item/sn83025803/?st=calendar|27|1913-02-15|1923-02-03|True|English|African American
The Southern Jewish Weekly (Jacksonville, Fla.) 1939-1992|sn78000090|3929713|0038-4240|Florida|Duval|Jacksonville|30.325968, -81.65676|https://www.loc.gov/item/sn78000090/?st=calendar|761|1939-08-11|1956-12-28|True|English|Jewish
The Southern Journal (Monticello, Miss.) 184?-18??|sn87090125|15152063|2766-0869|Mississippi|Lawrence, Lincoln|Monticello, Brookhaven|31.57913, -90.440702|https://www.loc.gov/item/sn87090125/?st=calendar|54|1845-06-10|1866-04-14|True|English|
Southern Ladies' Journal (Little Rock, Ark.) 1886-1887|sn90050095|21235704|2994-3779|Arkansas|Pulaski|Little Rock|34.748745, -92.275105|https://www.loc.gov/item/sn90050095/?st=calendar|45|1886-04-17|1887-07-02|True|English|
Southern Live-Stock Journal (Starkville, Miss.) 1876-1891|sn87065614|16396409|2766-0915|Mississippi|Oktibbeha|Starkville|33.465865, -88.8102656|https://www.loc.gov/item/sn87065614/?st=calendar|83|1879-08-16|1891-08-06|True|English|
Southern Marksman (Clinton, Miss.) 1838-1839|sn83016864|10192838|2470-0460|Mississippi|Hinds|Clinton|32.337146, -90.331758|https://www.loc.gov/item/sn83016864/?st=calendar|9|1838-12-04|1839-02-27|True|English|
The Southern Motive (Greensboro, Choctaw, Miss.) 18??-18??|sn87065118|15123955|2470-1610|Mississippi|Choctaw|Greensboro|33.5259555, -89.3778488|https://www.loc.gov/item/sn87065118/?st=calendar|2|1864-05-07|1864-06-18|True|English|
The Southern News (Richmond, Va.) 1892-1???|sn83027098|10101960|2835-9666|Virginia||Richmond|37.540759, -77.433932|https://www.loc.gov/item/sn83027098/?st=calendar|1|1892-10-15|1892-10-15|True|English|African American
The Southern News (Asheville, N.C.) 1936-19??|sn98058951|41242346|2766-6840|North Carolina|Buncombe, Mecklenburg, Greenville|Asheville, Charlotte, Greenville|34.850746, -82.398964|https://www.loc.gov/item/sn98058951/?st=calendar|24|1938-06-11|1962-04-07||English|African American
The Southern News (Asheville, N.C.) 1936-19??|sn98058951|41242346|2766-6840|South Carolina|Buncombe, Mecklenburg, Greenville|Asheville, Charlotte, Greenville|34.850746, -82.398964|https://www.loc.gov/item/sn98058951/?st=calendar|24|1938-06-11|1962-04-07||English|African American
Southern Patriot (Houston, Chickasaw County, Miss.) 18??-18??|sn87065207|15272653|2470-1637|Mississippi|Chickasaw|Houston|33.896753, -88.999096|https://www.loc.gov/item/sn87065207/?st=calendar|12|1848-07-19|1849-10-02|True|English|
Southern Pioneer, and Carroll, Choctaw and Tallahatchie Counties Advertiser (Carrollton, Miss.) 1840-1842|sn86074084|14878856|2470-1653|Mississippi|Carroll|Carrollton|33.508275, -89.919562|https://www.loc.gov/item/sn86074084/?st=calendar|43|1841-01-23|1842-11-05|True|English|
Southern Planter (Woodville, Miss.) 1832-1832|sn87065672|16582247|2575-520x|Mississippi|Wilkinson|Woodville|31.104085, -91.298854|https://www.loc.gov/item/sn87065672/?st=calendar|52|1832-01-05|1832-12-29|True|English|
The Southern Press (Washington City [i.e. Washington, D.C.]) 1850-1852|sn82014763|8792115|2471-6464|District of Columbia||Washington|38.8920621, -77.0199124|https://www.loc.gov/item/sn82014763/?st=calendar|111|1850-06-25|1852-08-14|True|English|
The Southern Press (Washington [D.C.]) 1850-1852|sn82014764|8791991|2471-6480|District of Columbia||Washington|38.8920621, -77.0199124|https://www.loc.gov/item/sn82014764/?st=calendar|658|1850-06-18|1852-08-09|True|English|
Southern Republican (New Orleans, La.) 1898-1907|sn83016561|9908065|2835-0723|Louisiana|Orleans|New Orleans|29.9517634, -90.0746168|https://www.loc.gov/item/sn83016561/?st=calendar|3|1899-09-02|1900-04-14|True|English|African American
The Southern Reveille (Port Gibson, Miss.) 1876-1890|sn87090151|15152089|2575-7407|Mississippi|Claiborne|Port Gibson|31.960448, -90.981924|https://www.loc.gov/item/sn87090151/?st=calendar|12|1876-12-15|1890-05-30|True|English|
Southern Reveille (Port Gibson, Miss.) 1851-185?|sn87065481|16275104|2575-7334|Mississippi|Claiborne|Port Gibson|31.960448, -90.981924|https://www.loc.gov/item/sn87065481/?st=calendar|30|1851-09-17|1852-12-15|True|English|
The Southern Sentinel (Winnfield, La.) 1883-1910|sn88064428|17974922|2332-6131|Louisiana|Winn|Winnfield|31.924071, -92.639657|https://www.loc.gov/item/sn88064428/?st=calendar|394|1861-07-10|1909-04-09|True|English|
Southern Sentinel (Plaquemine, Parish of Iberville [La.]) 1848-1858|sn88064476|18114523|2377-9268|Louisiana|Iberville|Plaquemine|30.289295, -91.234556|https://www.loc.gov/item/sn88064476/?st=calendar|477|1848-08-10|1858-02-17|True|English, French|
Southern Shield (Helena, Ark.) 1840-1874|sn82014892|8794764|2833-1729|Arkansas|Phillips|Helena|34.529166, -90.591242|https://www.loc.gov/item/sn82014892/?st=calendar|132|1840-03-28|1870-08-20|True|English|
Southern Standard (Columbus, Miss.) 1851-1856|sn83016866|10192941|2378-3249|Mississippi|Lowndes|Columbus|33.495562, -88.424393|https://www.loc.gov/item/sn83016866/?st=calendar|125|1851-02-01|1853-12-31|True|English|
Southern Standard (McMinnville, Tenn.) 1879-Current|sn86090474|14961576|2374-2062|Tennessee|Warren|McMinnville|35.68048, -85.774583|https://www.loc.gov/item/sn86090474/?st=calendar|546|1880-02-21|1891-12-26|True|English|
The Southern Star (Dekalb, Miss.) 1898-1908|sn87065057|15079401|2470-167x|Mississippi|Kemper|Dekalb|32.76763, -88.65088|https://www.loc.gov/item/sn87065057/?st=calendar|1|1900-10-24|1900-10-24|True|English|
The Southern Star (Panola, Miss.) 1856-1856|sn87065523|16112728|2470-1696|Mississippi|Panola|Panola|34.3115, -89.94426|https://www.loc.gov/item/sn87065523/?st=calendar|6|1856-02-23|1856-04-05|True|English|
Southern Telegraph (Rodney, Miss.) 1834-1838|sn87065592|15184390|2470-1718|Mississippi|Jefferson|Rodney|31.862764, -91.200107|https://www.loc.gov/item/sn87065592/?st=calendar|107|1836-01-01|1838-12-15|True|English|
Southern Tribune (Pontotoc, Miss.) 1842-18??|sn84020042|10278938|2575-5455|Mississippi|Pontotoc, Monroe|Pontotoc, Aberdeen|33.826117, -88.54499|https://www.loc.gov/item/sn84020042/?st=calendar|29|1845-12-06|1846-08-05|True|English|
The Southerner (Tarboro', Edgecombe Co., (N.C.)) 1852-1867|sn90052434|21680030|2374-8923|North Carolina|Edgecombe|Tarboro|35.8997271, -77.5362693|https://www.loc.gov/item/sn90052434/?st=calendar|577|1852-01-03|1867-08-29|True|English|
The Southland Advocate (Asheville, N.C.) 19??-????|sn98058953|38214859|2766-7049|North Carolina|Buncombe|Asheville|35.5959111, -82.5500442|https://www.loc.gov/item/sn98058953/?st=calendar|1|1950-04-15|1950-04-15||English|African American
Southport Telegraph (Southport, W.T. [i.e. Kenosha, Wis.]) 1840-1850|sn85040303|11801445|2837-1852|Wisconsin|Kenosha|Kenosha, Southport|42.58474, -87.82119|https://www.loc.gov/item/sn85040303/?st=calendar|493|1840-06-16|1850-03-29|True|English|
Southwest Washington Labor Press (Hoquiam, Wash.) 19??-19??|sn88087163|18687664|2831-6800|Washington|Grays Harbor|Hoquiam|46.9779865, -123.8852298|https://www.loc.gov/item/sn88087163/?st=calendar|231|1922-11-24|1927-04-22|True|English|
Southwest-Sentinel (Silver City, N.M.) 1883-189?|sn86090456|14911870|2329-6844|New Mexico|Grant|Silver City|32.769511, -108.273837|https://www.loc.gov/item/sn86090456/?st=calendar|195|1892-07-05|1896-05-19|True|English|
The Spanish American (Roy, Mora Co., N.M.) 19??-19??|sn92061524|25569298|2374-9857|New Mexico|Harding|Roy|35.9435718, -104.1912864|https://www.loc.gov/item/sn92061524/?st=calendar|509|1905-02-06|1922-12-30|True|English, Spanish|
The Spanish Fork Press (Spanish Fork, Utah) 1902-Current|sn85058245|12653543|0892-435x|Utah|Utah|Spanish Fork|40.115007, -111.654713|https://www.loc.gov/item/sn85058245/?st=calendar|297|1895-07-12|1910-12-29|True|English|
The Spartan (Spartanburg, S.C.) 1843-1852|sn86071065|13090366|2472-9205|South Carolina|Spartanburg|Spartanburg|34.947914, -81.934664|https://www.loc.gov/item/sn86071065/?st=calendar|6|1844-07-17|1849-06-28|True|English|
The Spartan (Spartanburg, S.C.) 1896-1898|sn93067849|28452104|2472-9221|South Carolina|Spartanburg|Spartanburg|34.947914, -81.934664|https://www.loc.gov/item/sn93067849/?st=calendar|3|1896-01-08|1898-02-16|True|English|
Spartanburg Journal (Spartanburg, S.C.) 1900-1906|sn93067863|28467772|2473-0203|South Carolina|Spartanburg|Spartanburg|34.947914, -81.934664|https://www.loc.gov/item/sn93067863/?st=calendar|2|1902-05-09|1906-09-06|True|English|
The Spectator (Ozark, Ark.) 1911-1916|sn88051110|18578738||Arkansas|Franklin|Ozark|35.486907, -93.827202|https://www.loc.gov/item/sn88051110/?st=calendar|187|1914-08-04|1916-06-02|True|English|
The Spectator (Ozark, Franklin County, Ark.) 1917-Current|sn90050361|22950438|2693-0773|Arkansas|Franklin|Ozark|35.486907, -93.827202|https://www.loc.gov/item/sn90050361/?st=calendar|318|1918-08-02|1922-06-23|True|English|
The Spirit of Democracy (Woodsfield, Ohio) 1844-1994|sn85038115|11751867|2373-2180|Ohio|Monroe|Woodsfield|39.762246, -81.114658|https://www.loc.gov/item/sn85038115/?st=calendar|2107|1844-03-08|1886-12-28|True|English|
